country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
United Kingdom,156263417.58,4805048087.38,208486102.08,6410878256.51,364749519.66,52222684.5,2020,12,overview
France,118474389.53,4067141294.52,131252766.73,4505813870.07,249727156.26,12778377.2,2020,12,overview
Netherlands,125713522.52,4093060850.47,211319216.31,6880265494.77,337032738.84,85605693.79,2020,12,overview
Italy,35014662.44,1167660669.54,17482718.85,583009567.09,52497381.29,-17531943.6,2020,12,overview
Spain,34482608.44,1218552754.12,16662544.17,588824048.12,51145152.61,-17820064.27,2020,12,overview
Belgium,27719292.72,899241204.2,20083873.33,651540665.9,47803166.04,-7635419.39,2020,12,overview
Switzerland,247787064.89,8007934769.04,15081039.54,487386139.23,262868104.43,-232706025.34,2020,12,overview
Sweden,28959144.88,949687168.92,16903791.48,554343505.09,45862936.37,-12055353.4,2020,12,overview
Poland,34006942.22,1137923806.64,18062587.4,604401538.99,52069529.63,-15944354.82,2020,12,overview
Russian Federation,172910173.23,6172562498.51,16515596.14,589575196.47,189425769.37,-156394577.1,2020,12,overview
United States of America,713492703.97,23285125642.83,2146307670.34,70045626948.07,2859800374.31,1432814966.38,2020,12,overview
Canada,31592448.13,1102824081.3,128592780.26,4488896022.62,160185228.39,97000332.13,2020,12,overview
Brazil,156533253.57,5152467253.24,86078256.62,2833362166.34,242611510.19,-70454996.95,2020,12,overview
Mexico,32440662.81,1070747701.87,95171995.3,3141279691.17,127612658.11,62731332.49,2020,12,overview
Argentina,33150551.08,1112929121.4,20096264.52,674671077.52,53246815.61,-13054286.56,2020,12,overview
Chile,32374192.66,940596711.26,15608520.15,453488458.52,47982712.81,-16765672.5,2020,12,overview
South Africa,97704198.73,3148793914.87,105796301.03,3409584779.6,203500499.75,8092102.3,2020,12,overview
Nigeria,32202051.26,1117142947.65,70726568.56,2453622803.21,102928619.81,38524517.3,2020,12,overview
Kenya,31804263.09,1096777943.32,16705823.24,576104480.26,48510086.33,-15098439.85,2020,12,overview
Ghana,31037990.92,1002026896.47,18515919.24,597765787.87,49553910.16,-12522071.67,2020,12,overview
Morocco,29944597.45,988747938.66,17887136.72,590619713.39,47831734.17,-12057460.73,2020,12,overview
Algeria,32799157.6,992025619.76,17385646.93,525836894.32,50184804.52,-15413510.67,2020,12,overview
Libya,30493075.91,992669638.14,18895833.57,615133754.43,49388909.48,-11597242.35,2020,12,overview
Tanzania,30964072.23,988745998.07,19169535.57,612122379.51,50133607.8,-11794536.67,2020,12,overview
Australia,332257269.45,10723184419.46,467711438.05,15094796913.0,799968707.5,135454168.59,2020,12,overview
New Zealand,29145026.63,983273296.66,17518217.06,591016617.0,46663243.7,-11626809.57,2020,12,overview
Saudi Arabia,1048620206.68,37456830753.83,179195279.17,6400875360.75,1227815485.85,-869424927.51,2021,1,overview
United Arab Emirates,816491707.05,26320573601.18,143035723.28,4610925315.7,959527430.33,-673455983.77,2021,1,overview
Kuwait,391338563.52,12633137558.63,20005916.65,645828243.45,411344480.17,-371332646.86,2021,1,overview
Qatar,359859570.72,11488853208.32,24932192.21,795983544.02,384791762.93,-334927378.51,2021,1,overview
Iran,101442347.23,3407823605.1,27842685.25,935338767.34,129285032.48,-73599661.99,2021,1,overview
Iraq,250022644.15,7340767814.98,23144048.2,679518788.11,273166692.35,-226878595.94,2021,1,overview
Bahrain,45280664.72,1568791658.66,20155400.71,698303011.04,65436065.44,-25125264.01,2021,1,overview
Oman,183592143.29,6215836805.66,15938065.0,539611386.63,199530208.29,-167654078.29,2021,1,overview
Israel,35661850.37,1124121813.7,38314992.95,1207753353.17,73976843.33,2653142.58,2021,1,overview
Jordan,32266269.17,1034473596.84,21173593.22,678836558.91,53439862.39,-11092675.96,2021,1,overview
Lebanon,36362588.47,1153229391.91,16194967.65,513618900.03,52557556.12,-20167620.82,2021,1,overview
Turkey,31828850.6,1024663907.08,82230374.99,2647236571.24,114059225.59,50401524.39,2021,1,overview
Egypt,37212686.03,1230557929.15,17866099.19,590800406.01,55078785.22,-19346586.85,2021,1,overview
Yemen,36542448.65,1179493442.95,24105385.31,778057983.75,60647833.96,-12437063.33,2021,1,overview
Malaysia,717759299.17,21110783659.28,478913125.78,14085824316.96,1196672424.95,-238846173.39,2021,1,overview
Singapore,597504265.81,20773890310.96,454537720.97,15803262500.08,1052041986.78,-142966544.85,2021,1,overview
Indonesia,435913370.98,15607105269.16,546523412.21,19567301657.41,982436783.19,110610041.23,2021,1,overview
Vietnam,361545041.74,11935626490.46,858095656.45,28328169566.4,1219640698.19,496550614.7,2021,1,overview
Philippines,183504271.98,5887498495.7,465281223.64,14927949494.93,648785495.62,281776951.66,2021,1,overview
Myanmar,181958729.72,5682718607.4,183636028.78,5735102016.36,365594758.5,1677299.06,2021,1,overview
Cambodia,38995948.58,1371874086.67,204048655.65,7178413997.12,243044604.23,165052707.07,2021,1,overview
Brunei Darussalam,34761079.32,1193629466.58,17895379.96,614493371.76,52656459.29,-16865699.36,2021,1,overview
China,3332924533.8,110112548493.79,2216112646.54,73215522519.56,5549037180.34,-1116811887.25,2021,1,overview
Japan,1839704277.06,66770842804.81,1701108598.63,61740604862.15,3540812875.68,-138595678.43,2021,1,overview
"Korea, Republic of",581753172.89,20136231359.36,348190423.2,12051920376.92,929943596.09,-233562749.69,2021,1,overview
Taiwan,497973484.86,15617724413.74,248964524.13,7808165384.01,746938008.99,-249008960.73,2021,1,overview
Hong Kong,213806401.89,6787478101.7,757551697.13,24049165551.95,971358099.02,543745295.24,2021,1,overview
India,428629400.17,13573984035.72,486127178.07,15394843545.13,914756578.24,57497777.9,2021,1,overview
Bangladesh,37771773.6,1289500865.5,20506461.01,700075656.85,58278234.61,-17265312.6,2021,1,overview
Pakistan,34163542.64,1152689554.87,20887549.51,704753028.7,55051092.16,-13275993.13,2021,1,overview
Sri Lanka,35794046.33,1121002753.19,17637422.32,552371162.49,53431468.65,-18156624.01,2021,1,overview
Germany,375808609.01,12106449998.89,276881831.76,8919582924.29,652690440.77,-98926777.26,2021,1,overview
United Kingdom,155890832.38,4671627659.16,223709261.15,6703962998.03,379600093.53,67818428.77,2021,1,overview
France,138786304.15,4378724295.32,133221329.1,4203148674.94,272007633.25,-5564975.05,2021,1,overview
Netherlands,139157453.63,5029122111.0,251989747.89,9106858309.33,391147201.52,112832294.27,2021,1,overview
Italy,30749145.44,1059604861.62,22934647.15,790319967.26,53683792.59,-7814498.29,2021,1,overview
Spain,32799786.88,1059877557.41,21329241.3,689223507.81,54129028.18,-11470545.58,2021,1,overview
Belgium,35499630.92,1203736017.09,23521891.34,797589920.11,59021522.26,-11977739.59,2021,1,overview
Switzerland,291226317.37,8962173937.37,20265493.44,623648572.59,311491810.81,-270960823.93,2021,1,overview
Sweden,34396622.56,1056294419.95,23013943.36,706740898.94,57410565.92,-11382679.2,2021,1,overview
Poland,32027437.91,1009601496.12,21200008.58,668288248.3,53227446.49,-10827429.33,2021,1,overview
Russian Federation,196573214.31,6084250368.35,20276761.04,627597667.57,216849975.35,-176296453.28,2021,1,overview
United States of America,774096418.21,24027136402.48,2364702251.67,73397863903.39,3138798669.88,1590605833.46,2021,1,overview
Canada,30508514.62,1040277295.14,132867752.39,4530515752.54,163376267.01,102359237.77,2021,1,overview
Brazil,172144670.06,5692228307.91,101039748.93,3341034717.44,273184419.0,-71104921.13,2021,1,overview
Mexico,30094812.32,1010437914.52,109093152.9,3662819250.62,139187965.22,78998340.58,2021,1,overview
Argentina,33834591.17,1059318954.16,22676987.49,709988264.85,56511578.66,-11157603.67,2021,1,overview
Chile,38136340.53,1239246911.12,21247401.04,690437932.69,59383741.57,-16888939.48,2021,1,overview
South Africa,104773156.86,3649293513.23,124847389.01,4348487537.39,229620545.86,20074232.15,2021,1,overview
Nigeria,31967021.13,1104602971.95,78830798.79,2723955237.12,110797819.92,46863777.66,2021,1,overview
Kenya,33313455.04,1184265142.55,22500031.06,799857068.52,55813486.1,-10813423.98,2021,1,overview
Ghana,33855616.8,1058646908.62,22132034.6,692056805.59,55987651.4,-11723582.2,2021,1,overview
Morocco,37092045.66,1250356443.17,21322840.85,718783528.04,58414886.51,-15769204.81,2021,1,overview
Algeria,33173431.11,1119765123.3,18198974.5,614304165.81,51372405.62,-14974456.61,2021,1,overview
Libya,29205772.62,1005022411.77,20455155.83,703898174.99,49660928.45,-8750616.79,2021,1,overview
Tanzania,35517006.62,1226674431.44,24259345.23,837861107.99,59776351.86,-11257661.39,2021,1,overview
Australia,397801569.0,13099185567.35,560902940.19,18469941476.92,958704509.2,163101371.19,2021,1,overview
New Zealand,30552436.55,982531487.96,19409032.6,624172335.82,49961469.15,-11143403.94,2021,1,overview
Saudi Arabia,848507879.42,27683750886.88,169579374.22,5532763178.04,1018087253.65,-678928505.2,2021,2,overview
United Arab Emirates,702376026.83,23932626666.73,139520349.5,4753989756.78,841896376.33,-562855677.33,2021,2,overview
Kuwait,412814090.36,13989098462.57,19746926.23,669167312.52,432561016.59,-393067164.12,2021,2,overview
Qatar,356261356.34,11315958541.15,20771047.11,659752464.76,377032403.45,-335490309.23,2021,2,overview
Iran,103605455.61,3326258996.88,29615107.36,950794692.42,133220562.97,-73990348.25,2021,2,overview
Iraq,276207610.24,9128277733.34,19420031.75,641805065.63,295627641.99,-256787578.48,2021,2,overview
Bahrain,51151634.29,1554327701.39,20634600.64,627016747.89,71786234.94,-30517033.65,2021,2,overview
Oman,193869294.11,6437043630.48,18501297.84,614298731.25,212370591.94,-175367996.27,2021,2,overview
Israel,36475491.26,1073930051.03,42640385.67,1255440022.33,79115876.92,6164894.41,2021,2,overview
Jordan,39307214.27,1251355043.83,20751385.01,660625556.32,60058599.28,-18555829.26,2021,2,overview
Lebanon,34212216.77,1094781593.97,20558244.65,657858214.98,54770461.42,-13653972.11,2021,2,overview
Turkey,34322468.75,1111823416.02,77149205.78,2499129480.73,111471674.53,42826737.02,2021,2,overview
Egypt,31932487.5,1060757469.26,17948993.7,596243219.0,49881481.2,-13983493.79,2021,2,overview
Yemen,35369564.38,1210696222.95,21107538.22,722508666.54,56477102.59,-14262026.16,2021,2,overview
Malaysia,693283831.75,23751554519.84,517560687.65,17731368203.16,1210844519.41,-175723144.1,2021,2,overview
Singapore,481890081.44,15205415011.01,407588808.29,12860934936.47,889478889.73,-74301273.15,2021,2,overview
Indonesia,513896481.39,17334220555.89,545037860.31,18384649095.66,1058934341.7,31141378.92,2021,2,overview
Vietnam,366849264.26,12297848515.34,753859167.34,25271539962.39,1120708431.6,387009903.08,2021,2,overview
Philippines,200694921.12,6588245019.58,432919467.92,14211518221.24,633614389.04,232224546.8,2021,2,overview
Myanmar,163734996.86,5618444230.25,211497454.35,7257377316.35,375232451.22,47762457.49,2021,2,overview
Cambodia,31980962.94,1004596850.95,201734474.76,6336951719.2,233715437.7,169753511.82,2021,2,overview
Brunei Darussalam,27035241.07,916855809.94,20597605.43,698533967.61,47632846.5,-6437635.64,2021,2,overview
China,3449586658.5,112020931460.67,1711070080.61,55564820716.37,5160656739.11,-1738516577.88,2021,2,overview
Japan,1667478360.27,52310327118.43,1799510500.51,56452296579.9,3466988860.79,132032140.24,2021,2,overview
"Korea, Republic of",594893695.3,18827858660.8,363441856.47,11502612919.0,958335551.77,-231451838.83,2021,2,overview
Taiwan,430158151.87,13650429710.72,243141854.86,7715745441.76,673300006.74,-187016297.01,2021,2,overview
Hong Kong,204387095.93,6198705472.0,649648340.44,19702705322.52,854035436.37,445261244.51,2021,2,overview
India,305343994.39,9819149386.77,481603185.33,15487233116.87,786947179.72,176259190.94,2021,2,overview
Bangladesh,32292498.22,1122492515.37,21401051.97,743904063.88,53693550.2,-10891446.25,2021,2,overview
Pakistan,33050811.62,1115471983.15,19720117.02,665558180.27,52770928.64,-13330694.6,2021,2,overview
Sri Lanka,30119703.16,1018884166.59,20634409.62,698017279.41,50754112.78,-9485293.53,2021,2,overview
Germany,356261622.53,11349771047.99,228419659.56,7276985998.21,584681282.09,-127841962.97,2021,2,overview
United Kingdom,157067772.14,5296500700.72,238402461.06,8039197251.56,395470233.2,81334688.93,2021,2,overview
France,151332432.93,4881022001.45,129798433.23,4186472100.42,281130866.15,-21533999.7,2021,2,overview
Netherlands,147580253.87,5150768875.4,242124032.25,8450486407.45,389704286.12,94543778.39,2021,2,overview
Italy,34567931.79,1071616514.08,18395888.27,570278192.44,52963820.06,-16172043.52,2021,2,overview
Spain,29593762.39,1029356736.84,21346215.67,742483183.15,50939978.06,-8247546.73,2021,2,overview
Belgium,38786325.87,1347602107.65,21639848.23,751860467.02,60426174.1,-17146477.64,2021,2,overview
Switzerland,257757726.82,8834676759.66,18397024.83,630560215.21,276154751.65,-239360701.99,2021,2,overview
Sweden,34916491.07,1172532684.69,20446753.29,686623592.09,55363244.36,-14469737.79,2021,2,overview
Poland,34661070.36,1211143701.55,22354594.18,781124923.88,57015664.54,-12306476.18,2021,2,overview
Russian Federation,211551165.67,7144314265.54,21644223.1,730949089.11,233195388.77,-189906942.58,2021,2,overview
United States of America,780982997.14,24138823498.16,2293279636.24,70881277279.62,3074262633.39,1512296639.1,2021,2,overview
Canada,36636168.87,1224699678.79,122234817.98,4086151662.29,158870986.84,85598649.11,2021,2,overview
Brazil,157515244.25,5189987449.94,105849931.26,3487661257.45,263365175.52,-51665312.99,2021,2,overview
Mexico,29476874.65,947183915.85,104773953.31,3366713892.43,134250827.95,75297078.66,2021,2,overview
Argentina,36169239.59,1215038020.89,20274650.0,681088983.19,56443889.59,-15894589.58,2021,2,overview
Chile,31199191.11,1008109575.09,19316720.99,624162700.72,50515912.1,-11882470.13,2021,2,overview
South Africa,108309500.41,3443401888.34,137957220.97,4385969405.97,246266721.38,29647720.55,2021,2,overview
Nigeria,36698220.54,1145304338.65,67014868.66,2091447996.84,103713089.19,30316648.12,2021,2,overview
Kenya,31195921.83,955363171.05,18079001.41,553662501.35,49274923.24,-13116920.43,2021,2,overview
Ghana,34903836.06,1171690645.66,19925325.01,668875389.04,54829161.07,-14978511.05,2021,2,overview
Morocco,35653847.67,1211754655.26,20703277.64,703634942.59,56357125.31,-14950570.03,2021,2,overview
Algeria,33599554.23,1162098417.0,18347434.12,634577590.05,51946988.35,-15252120.11,2021,2,overview
Libya,32195129.91,1053847153.18,18755149.92,613914632.8,50950279.83,-13439979.98,2021,2,overview
Tanzania,31320172.09,1049729420.85,19595511.41,656764745.23,50915683.49,-11724660.68,2021,2,overview
Australia,416748812.65,13447834864.94,501770645.29,16191356934.94,918519457.94,85021832.63,2021,2,overview
New Zealand,36691422.11,1325022560.6,21077561.71,761165503.59,57768983.82,-15613860.4,2021,2,overview
Saudi Arabia,1239830016.39,38333308909.26,206097046.8,6372149130.03,1445927063.19,-1033732969.59,2021,3,overview
United Arab Emirates,961682930.93,30940732027.27,150408257.41,4839164175.07,1112091188.34,-811274673.53,2021,3,overview
Kuwait,459240892.12,15499952960.11,24370790.43,822544576.73,483611682.55,-434870101.7,2021,3,overview
Qatar,351086306.46,11250075730.44,24003281.03,769151984.46,375089587.49,-327083025.43,2021,3,overview
Iran,115251299.11,3765455940.77,29476863.56,963059261.42,144728162.66,-85774435.55,2021,3,overview
Iraq,280541240.19,10076422084.21,20772044.86,746085999.52,301313285.06,-259769195.33,2021,3,overview
Bahrain,51617598.38,1732044919.36,21574167.56,723928049.41,73191765.93,-30043430.82,2021,3,overview
Oman,237166278.58,7806070483.98,22475377.71,739752647.8,259641656.29,-214690900.87,2021,3,overview
Israel,39002771.81,1368598365.69,44477326.93,1560699256.12,83480098.74,5474555.12,2021,3,overview
Jordan,40298173.67,1271438204.09,24239581.42,764777334.98,64537755.09,-16058592.26,2021,3,overview
Lebanon,37522667.57,1181648760.61,22112875.42,696369781.99,59635542.99,-15409792.15,2021,3,overview
Turkey,38850556.0,1320262552.78,86731853.2,2947417738.66,125582409.2,47881297.2,2021,3,overview
Egypt,34529451.29,1093047080.21,25773433.01,815870934.89,60302884.3,-8756018.27,2021,3,overview
Yemen,38425012.36,1235135109.53,24092824.19,774440688.8,62517836.55,-14332188.17,2021,3,overview
Malaysia,806756155.44,28380210467.75,544786181.62,19164584478.25,1351542337.05,-261969973.82,2021,3,overview
Singapore,604883918.87,19689713958.31,467489634.77,15217361381.28,1072373553.65,-137394284.1,2021,3,overview
Indonesia,562887431.58,17942579204.43,539952908.45,17211519183.03,1102840340.03,-22934523.13,2021,3,overview
Vietnam,370932379.39,13253716545.1,820965538.98,29333768502.12,1191897918.36,450033159.59,2021,3,overview
Philippines,216308531.64,7206146793.43,483297771.73,16100681104.18,699606303.37,266989240.09,2021,3,overview
Myanmar,173941113.17,5944612208.77,226467064.94,7739739355.55,400408178.11,52525951.77,2021,3,overview
Cambodia,37193762.51,1284385164.1,248201365.26,8570957326.14,285395127.76,211007602.75,2021,3,overview
Brunei Darussalam,40538541.78,1272109021.33,21824326.13,684852511.81,62362867.91,-18714215.64,2021,3,overview
China,3590885184.42,121438997221.07,2301320632.91,77827626223.4,5892205817.33,-1289564551.51,2021,3,overview
Japan,1872130967.17,62224267518.17,1811423520.86,60206526000.12,3683554488.03,-60707446.31,2021,3,overview
